Movie Title,IMDB_Score,IMDB_Votes
Back to School,,
Sol Levante,,
Merry Men 2: Another Mission,6.4,64.0
Ahaan,7.0,321.0
Simon Amstell: Set Free,6.5,797.0
Romeo Akbar Walter,6.6,5728.0
Angela's Christmas Wish,7.1,1434.0
Dolly Kitty and Those Twinkling Stars,5.5,7522.0
Bridezilla,6.1,51.0
Father Soldier Son,7.3,929.0
Alelí,6.3,371.0
The Magic School Bus Rides Again: Kids in Space,5.9,81.0
Shawn Mendes: Live in Concert,7.1,316.0
Firebrand,5.1,278.0
Serious Men,6.8,7390.0
Furtive,5.1,320.0
Upstarts,6.7,860.0
House Arrest,5.5,1633.0
Illegal Woman,6.2,196.0
Ghosts of Sugar Land,,
Tootsies & The Fake,5.9,474.0
Sugar Rush,6.7,90.0
Varane Avashyamund,6.9,2721.0
"Colin Quinn: Red State, Blue State",7.6,716.0
The Rope Curse 2,4.7,339.0
Shimla Mirchi,4.6,1492.0
Love,7.0,1485.0
Santana,3.9,977.0
The Legacy of the Bones,6.3,8674.0
Nneka the Pretty Serpent,3.8,118.0
The Most Dangerous Man in Europe,6.8,202.0
Not a Game,,
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,7.1,1356.0
Mutiny of the Worker Bees,4.0,475.0
Blanche Gardin - Bonne nuit Blanche,,
Indoo Ki Jawani,3.0,6075.0
Rogue Warfare: The Hunt,3.1,570.0
Once Again,7.0,980.0
Drive,3.7,7559.0
A Second Chance: Rivals!,4.7,375.0
Eggnoid: Love & Time Portal,6.2,85.0
Almost Love,5.7,1087.0
Ari Eldjárn: Pardon My Icelandic,,
The Trap,4.3,1590.0
Guillermo Vilas: Settling the Score,7.1,650.0
The 3rd Eye 2,5.3,586.0
Guatemala: Heart of the Mayan World,6.6,218.0
Krishna and His Leela,5.6,1562.0
Raat Akeli Hai,7.3,17570.0
The Spooky Tale of Captain Underpants Hack-a-Ween,6.0,201.0
Dogwashers,5.8,597.0
Hospital,,
The Day I Lost My Shadow,6.1,239.0
Shanghai Fortress,4.3,2345.0
Thiago Ventura: POKAS,6.4,190.0
Hunter in the Blue Side of Manchester,5.8,43.0
Romance Doll,,
Sitara,8.0,5.0
Torbaaz,7.0,17828.0
Sam Jay: 3 in the Morning,6.4,504.0
Feo pero Sabroso,4.3,169.0
Nothing to Lose 2,3.8,651.0
Manmadhudu 2,4.8,693.0
After the Raid,,
Kevin Hart's Guide to Black History,5.5,1332.0
Crazy Awesome Teachers,6.2,438.0
Oh! Baby,,
ReMastered: The Lion's Share,6.9,628.0
ReMastered: Massacre at the Stadium,7.2,771.0
Iliza Shlesinger: Unveiled,6.5,1664.0
Door Ke Darshan,,
Motichoor Chaknachoor,5.8,2774.0
The Match,,
Any Crybabies Around?,6.0,155.0
Free Rein: Valentine's Day,,
Bulletproof 2,3.5,609.0
The Body,5.5,3321.0
A Choo,5.4,357.0
You Are My Home,,
Uyare,8.1,3522.0
Eeb Allay Ooo!,7.2,1532.0
The House of Flowers Presents: The Funeral,,
Spookley and the Christmas Kittens,,
Axone,6.9,2182.0
Choked: Paisa Bolta Hai,5.7,5333.0
Afonso Padilha: Classless,6.9,194.0
Irandam Ulagaporin Kadaisi Gundu,7.2,960.0
Antoine Griezmann: The Making of a Legend,6.5,1128.0
Mundina Nildana,6.2,363.0
A Go! Go! Cory Carson Halloween,6.3,52.0
Go! The Unforgettable Party,5.0,138.0
Scarecrow,,
Edoardo Ferrario: Temi Caldi,6.4,130.0
Sky Tour: The Movie,8.8,1036.0
Tiffany Haddish: Black Mitzvah,6.2,956.0
Birders,,
Aziza,,
Sillu Karupatti,8.0,1723.0
Michelle Buteau: Welcome to Buteaupia,,
The Lost Okoroshi,5.8,172.0
Kappela,7.5,3212.0
Adam Devine: Best Time of Our Lives,5.9,946.0
Mo Gilligan: Momentum,6.3,434.0
Uncovered,4.8,21.0
London Hughes: To Catch A D*ck,4.7,318.0
Kandasamys: The Wedding,6.0,226.0
Velvet Colección: Grand Finale,7.2,8.0
Dark City Beneath the Beat,6.7,138.0
Redemption,6.0,171.0
Mi amigo Alexis,5.1,341.0
Citation,6.1,958.0
Hot Gimmick: Girl Meets Boy,,
Whindersson Nunes: Adulto,7.0,348.0
Bhangra Paa Le,6.2,353.0
Anelka: Misunderstood,6.4,3120.0
Fadily Camara: La plus drôle de tes copines,5.7,46.0
Saverio Raimondo: Il Satiro Parlante,5.6,51.0
Thambi,,
Òlòtūré,5.5,774.0
La Vocera,7.2,54.0
Money Trap,6.0,14221.0
"Rob Schneider: Asian Momma, Mexican Kids",5.5,716.0
Kill Me If You Dare,4.4,1737.0
Seriously Single,4.4,1258.0
Super Monsters: Vida's First Halloween,5.9,37.0
Alex Fernández: The Best Comedian in the World,6.2,139.0
Still Laugh-In: The Stars Celebrate,5.2,582.0
Asura Guru,3.2,316.0
Lift Like a Girl,7.8,208.0
Wanted - Matloubin,7.2,616.0
Francesco De Carlo: Cose di Questo Mondo,6.3,110.0
Gone,7.1,18.0
A Family Reunion Christmas,5.8,216.0
Miss India,,
Mayday Life,6.7,122.0
Voiceless,6.8,31.0
Mujeres arriba,3.8,468.0
Ricardo Quevedo: los amargados somos más,7.3,96.0
Guna 369,6.7,19.0
RattleSnake: The Ahanna Story,5.3,101.0
Léa & I,6.5,215.0
"No andaba muerto, estaba de parranda",5.2,102.0
Hikaru Utada Laughter in the Dark Tour 2018,8.3,81.0
The Netflix Afterparty: The Best Shows of The Worst Year,,
George Lopez: We'll Do It for Half,5.7,444.0
Spirit Riding Free: Spirit of Christmas,5.2,122.0
Maska,5.8,1433.0
The Letter Reader,,
Class of '83,5.8,5571.0
True: Wuzzle Wegg Day,,
The Car: Road to Revenge,4.0,1082.0
Vir Das: For India,7.7,1232.0
Mike Epps: Only One Mike,4.7,295.0
Revenge of the Pontianak,5.3,267.0
Night on Earth: Shot in the Dark,7.8,290.0
Love and Fury,6.8,25.0
Thomas & Friends: Marvelous Machinery,6.1,15.0
Thomas & Friends: Digs & Discoveries,,
The Path of the Anaconda,6.8,269.0
Quam's Money,,
Super Monsters: The New Class,,
Aaviri,4.0,95.0
Chaman Bahar,7.0,6732.0
Dorasani,5.8,195.0
StarBeam: Halloween Hero,,
Kaake Da Viyah,5.0,73.0
Yeh Ballet,7.5,1312.0
Super Monsters Furever Friends,5.7,71.0
Super Monsters Back to School,6.2,29.0
Whipped,,
Marjoun and the Flying Headscarf,6.8,37.0
True: Friendship Day,6.8,22.0
"Hello, Privilege. It's Me, Chelsea",4.5,1972.0
Go! Go! Cory Carson: The Chrissy,,
Maradona's Legs,,
Bombay Rose,6.2,608.0
Thottappan,6.9,366.0
Luccas Neto em: Uma Babá Muito Esquisita,3.0,36.0
I'm Leaving Now,6.5,108.0
Spirit Riding Free: Ride Along Adventure,5.9,60.0
El límite infinito,,
Fan Girl,6.7,366.0
122,6.2,5530.0
A Trash Truck Christmas,5.5,212.0
"Yours Sincerely, Kanan Gill",7.2,948.0
The Zoya Factor,4.2,2378.0
Mere Pyare Prime Minister,6.8,635.0
Daniel Sosa: Maleducado,6.1,71.0
Red Snow,4.6,154.0
Ibrahim: A Fate to Define,7.5,29.0
To Be of Service,7.3,90.0
It Takes a Lunatic,6.6,170.0
What are the Odds?,5.3,832.0
Omo Ghetto: The Saga,7.2,50.0
The App,2.7,1329.0
Amit Tandon: Family Tandoncies,7.0,250.0
Belmonte,6.1,376.0
40 Sticks,6.7,99.0
An Unremarkable Christmas,3.2,139.0
Who's the Boss,5.6,36.0
Love Like the Falling Rain,4.9,200.0
Bombairiya,4.5,418.0
"Hello, Love, Goodbye",7.4,1033.0
Kilometers and Kilometers,6.4,1538.0
Love for Sale 2,7.0,549.0
Liss Pereira: Reteniendo Liquidos,6.4,94.0
Los Tigres del Norte at Folsom Prison,7.0,170.0
Cops and Robbers,6.9,
Sarvam Thaala Mayam,7.6,1231.0
Miranda Sings Live... Your Welcome,5.5,418.0
Jeff Garlin: Our Man in Chicago,5.9,422.0
Hope Ranch,4.3,229.0
Isa Pa with Feelings,7.9,332.0
Kasanova,6.7,43.0
Reframe THEATER EXPERIENCE with you,,
K. D.,8.5,1750.0
Zulu Man in Japan,,
We Are One,4.6,92.0
Cuddle Weather,,
"Martin Matte: La vie, la mort... eh la la..!",6.5,102.0
Small Chops,2.9,30.0
Finding Agnes,4.9,155.0
Elf Pets: Santa's Reindeer Rescue,,
Rhys Nicholson: Live at the Athenaeum,7.6,296.0
Perfume Imaginary Museum “Time Warp”,6.5,23.0
Pegasus,6.3,1727.0
Kannum Kannum Kollaiyadithaal,7.7,6647.0
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,,
GIMS: On the Record,6.8,207.0
Leyla Everlasting,3.7,7453.0
Bigflo & Oli: Hip Hop Frenzy,6.7,118.0
27 Steps of May,8.1,466.0
Single Slipper Size - 7,8.4,3073.0
Wave of Cinema: Filosofi Kopi,,
Mallesham,8.3,1036.0
Deon Cole: Cole Hearted,6.9,883.0
15 August,5.8,273.0
Sab el-Burumbah,5.5,483.0
Mehandi Circus,7.4,543.0
David Batra: Elephant in The Room,5.9,196.0
A New York Christmas Wedding,5.3,1111.0
True: Happy Hearts Day,,
Sanitation Day,3.3,17.0
The Millions,5.5,38.0
One Day We'll Talk About Today,7.4,1116.0
The Perfect Picture: Ten Years Later,6.2,48.0
Dreamy Eyes,,
The Beginning of Life 2: Outside,8.1,18.0
Arsenio Hall: Smart and Classy,,
Fukrey Boyzzz: Space Mein Fukrapanti,7.8,14.0
Motu Patlu in the Game of Zones,,
Wira,,
True: Winter Wishes,,
All Because of You,4.2,217.0
Uriyadi 2,7.1,880.0
The End,,
Guddiyan Patole,7.0,704.0
Motu Patlu the Superheroes – Super Villains from Mars,,
Albert  Pinto Ko Gussa Kyun Aata Hai?,5.5,1968.0
Maniyarayile Ashokan,4.7,1235.0
Chippa,6.4,1087.0
A Go! Go! Cory Carson Summer Camp,,
American Factory: A Conversation with the Obamas,,
4th Republic,6.2,29.0
A Tale of Two Kitchens,6.5,145.0
Mokalik (Mechanic),6.2,148.0
The Body Remembers When the World Broke Open,7.0,731.0
2 Weeks in Lagos,6.6,33.0
The Claudia Kishi Club,,
Kids on the Block,5.7,349.0
Horrid Henry's Gross Day Out,6.1,47.0
Soulmate,,
The Knight and the Princess,5.9,375.0
After Maria,,
Penalty,5.3,859.0
3 Logical Exits,,
The 9th Precinct,5.6,521.0
Malaal,5.9,1036.0
The Magic School Bus Rides Again: The Frizz Connection,,
Evvarikee Cheppoddu,7.2,404.0
Nasha Natasha,6.4,299.0
Super Monsters Save Christmas,4.8,57.0
Luckee,4.7,44.0
Kalek Shanab,,
Amsterdam to Anatolia,,
In Vitro,7.7,
"Sincerely Yours, Dhaka",6.9,653.0
One Like It,,
Marked,,
Kambili: The Whole 30 Yards,6.6,37.0
Saavat,6.6,166.0
Finding Hubby,,
PNL - Dans la légende tour,,
Krutant,6.4,104.0
This Earth of Mankind,6.9,729.0
Holy Expectations,5.2,26.0
Luccas Neto in: The End of Christmas,,
Classmates Minus,7.1,1543.0
Masameer: The Movie,5.9,2233.0
Sethum Aayiram Pon,7.2,343.0
Super Monsters: Dia de los Monsters,,
The App That Stole Christmas,3.7,734.0
Ali & Alia,5.0,33.0
"Blue, Painful, and Brittle",,
Tee Shot: Ariya Jutanugarn,,
True: Tricky Treat Day,,
Time Out,5.9,45.0
Unroyal,,
Park Na-rae: Glamour Warning,,
Ave Maryam,7.0,479.0
Chico Bon Bon and the Very Berry Holiday,5.9,39.0
Uncle Naji in UAE,5.0,59.0
Tarung Sarung,6.3,189.0
Mauricio Meirelles: Generating Chaos,,
Lola Igna,7.2,183.0
Vir Das: Outside in - The Lockdown Special,6.5,256.0
Kenny Sebastian: The Most Interesting Person in the Room,6.2,987.0
We Are Legends,5.1,193.0
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,,
Fate of Alakada,7.0,54.0
Rooting for Roona,,
A Go! Go! Cory Carson Christmas,6.3,48.0
Your Excellency,6.6,43.0
Elevator Baby,6.9,73.0
Andre and His Olive Tree,6.6,201.0
Nenjamundu Nermaiyundu Odu Raja,6.1,366.0
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",,
Namaste Wahala,5.2,1536.0
Super Monsters: Santa's Super Monster Helpers,4.5,25.0
True: Rainbow Rescue,,
High End Yaariyaan,5.8,1513.0
Nimbe: The Movie,5.9,57.0
In Paradox,5.0,145.0
Mohamed Hussein,,
The Panti Sisters,5.6,264.0
Baxu and the Giants,,
Luccas Neto in: Children's Day,2.5,12.0
Rudra: Secret of the Black Moon,,
Ratones Paranoicos: The Band That Rocked Argentina,,
The American Game,,
Uma Maheswara Ugra Roopasya,,
Wave of Cinema: Generasi 90an,,
Generasi 90an: Melankolia,,
Wave of Cinema: Surat Dari Timur,,
I'm Glad I Did,8.4,1387.0
RK Nagar,5.1,137.0
Si Doel the Movie 2,7.0,182.0
My Stupid Boss 2,6.6,451.0
Mariposa,7.7,700.0
The Book of Sun,,
Kaagar,6.2,64.0
Four Sisters Before the Wedding,6.3,172.0
Carlos Almaraz: Playing with Fire,7.5,58.0
Awon Boyz,,
Bypass Road,5.4,999.0
Rakkhosh,4.9,184.0
Hamid,7.7,1189.0
A Home with a View,5.9,294.0
Cemara's Family,7.8,750.0
Three Thieves,,
100% Halal,,
Dear Affy,,
David A. Arnold Fat Ballerina,7.4,71.0
Alone/Together,6.8,451.0
Loving is Losing,,
Between Maybes,6.2,172.0
Sur Sapata,7.4,45.0
Si Doel the Movie 3,6.7,130.0
Mama Drama,6.3,8.0
Tuna Girl,6.1,140.0
The Wedding Shaman,7.1,158.0
Dilan 1991,6.8,1047.0
She Is,5.8,6.0
Bhai - Vyakti Ki Valli 2,7.8,195.0
Elf Pets: A Fox Cub's Christmas Tale,4.7,98.0
This Lady Called Life,6.8,62.0
One Take,5.9,52.0
Chhota Bheem Ka Roosi Romanch,,
#FriendButMarried 2,6.9,300.0
Luccas Neto in: Summer Camp,2.8,52.0
Girl's Revenge,5.7,190.0
Kolaiyuthir Kaalam,2.6,398.0
Sakaling Maging Tayo,7.1,73.0
Story of Kale: When Someone's in Love,6.4,270.0
The Girl and the Gun,,
Born Beautiful,5.5,118.0
Milea,6.4,547.0
Stunt School,4.4,1123.0
The Power of the Dog,6.9,158487.0
"tick, tick... BOOM!",7.5,96418.0
Don't Look Up,7.2,498447.0
Peter Rabbit 2: The Runaway,6.2,10714.0
The Lost Daughter,6.7,56650.0
The Mitchells vs. the Machines,7.6,100787.0
Red Notice,6.3,255356.0
The Alpinist,8.0,7192.0
The Harder They Fall,6.5,57549.0
The Colony,5.4,7434.0
Diana: The Musical,4.3,1189.0
The Hand of God,7.4,30235.0
The Unforgivable,7.1,101975.0
The Guilty,6.3,113483.0
Coming Home in the Dark,5.7,4049.0
Till Death,5.8,19029.0
Passing,6.7,13553.0
Army of Thieves,6.4,71036.0
Gunpowder Milkshake,6.0,40888.0
Captain Nova,5.5,960.0
The Sparks Brothers,7.8,4416.0
The Trip,6.9,19706.0
Outlaws,6.9,3722.0
Army of the Dead,5.7,166882.0
14 Peaks: Nothing Is Impossible,7.8,22858.0
Bo Burnham: Inside,8.7,44074.0
Oxygen,6.5,36803.0
The Shadow in My Eye,7.3,8270.0
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,7.9,19.0
Kate,6.2,57689.0
Worth,6.8,12745.0
Nightbooks,5.7,8278.0
Furioza,6.2,3383.0
Last Man Down,5.0,10906.0
No One Gets Out Alive,5.3,13913.0
The Woman in the Window,5.7,70886.0
The Turning Point,7.0,9.0
After We Fell,4.6,12339.0
Hypnotic,5.3,14887.0
The Vault,6.4,21511.0
The Dig,7.1,71915.0
Aftermath,5.3,15125.0
The Witcher: Nightmare of the Wolf,7.2,41508.0
Prayers for the Stolen,7.3,1729.0
There's Someone Inside Your House,4.8,14421.0
Zone 414,4.9,3878.0
Blood Red Sky,6.1,44006.0
The Fable: The Killer Who Doesn't Kill,6.8,1282.0
The Starling,6.3,11733.0
Intrusion,5.3,15464.0
My Little Pony: A New Generation,6.8,3468.0
Cosmic Sin,2.5,12284.0
Kingdom: Ashin of the North,7.2,4890.0
The Summit of the Gods,7.5,4458.0
Vivo,6.7,17650.0
The Ice Road,5.6,37401.0
Robin Robin,7.2,1533.0
Fear Street: Part One - 1994,6.2,74672.0
Long Story Short,6.5,4664.0
Night Teeth,5.6,16890.0
A Cop Movie,7.0,1626.0
Love Hard,6.3,48521.0
Stowaway,5.6,44054.0
Things Heard & Seen,5.3,29915.0
Procession,7.2,1076.0
Bruised,6.1,13968.0
Space Sweepers,6.5,24659.0
The Last Letter From Your Lover,6.6,16302.0
Dave Chappelle: The Closer,8.0,24903.0
Yes Day,5.7,23141.0
"Bob Ross: Happy Accidents, Betrayal & Greed",6.9,5674.0
Jim Gaffigan: Comedy Monster,6.8,1549.0
Fear Street: Part Two - 1978,6.7,58277.0
The Lovebirds,6.0,25460.0
Final Account,7.1,950.0
Awake,4.8,20828.0
The God Committee,5.8,3761.0
Malcolm & Marie,6.6,35760.0
The White Tiger,7.1,58190.0
Seaspiracy,8.1,29604.0
Fatherhood,6.6,34661.0
Moxie,6.7,24003.0
Rurouni Kenshin: The Beginning,7.4,7958.0
Britney vs. Spears,6.4,6612.0
Back to the Outback,6.5,7328.0
A Classic Horror Story,,
Beckett,5.6,25253.0
7 Prisoners,7.1,6444.0
Ghost in the Shell: SAC_2045 Sustainable War,,
83,7.4,23781.0
SAS: Red Notice,5.2,17719.0
Fever Dream,5.4,1682.0
America: The Motion Picture,5.6,6165.0
The Perfect Family,6.2,46.0
Audible,5.3,
Count Me In,6.8,1654.0
My Best Friend Anne Frank,6.2,3731.0
The Block Island Sound,5.3,7558.0
Rita Moreno: Just a Girl Who Decided to Go for It,7.7,711.0
Sweet Girl,5.5,30580.0
Rurouni Kenshin: The Final,7.2,8367.0
Fear Street: 1666,,
Riverdance: The Animated Adventure,5.5,1700.0
Schumacher,7.4,21558.0
Wish Dragon,7.2,24712.0
Green Snake,6.8,2181.0
Blue Miracle,6.6,6432.0
Jimmy Carr: His Dark Material,7.1,4274.0
Deadly Illusions,,
Good on Paper,5.6,11401.0
Nobody Sleeps in the Woods Tonight 2,3.9,3436.0
Aileen Wuornos: American Boogeywoman,3.6,1349.0
Operation Varsity Blues: The College Admissions Scandal,6.9,7993.0
"Vengeance Is Mine, All Others Pay Cash",7.1,464.0
Single All the Way,6.1,14862.0
Nate Bargatze: The Greatest Average American,7.3,1295.0
Minnal Murali,8.1,24681.0
Finding 'Ohana,6.1,9819.0
To All the Boys: Always and Forever,6.3,24232.0
He's All That,4.3,23474.0
Misha and the Wolves,6.7,2303.0
Never Back Down: Revolt,3.9,482.0
Mixtape,6.6,3000.0
Untold: Malice at the Palace,7.5,7532.0
Death to 2021,6.3,14315.0
Hilda and the Mountain King,7.7,2146.0
Two,,
The River Runner,6.9,1572.0
Extinct,5.4,2393.0
Prey,4.3,7084.0
Django & Django,6.9,873.0
Shiny_Flakes: The Teenage Drug Lord,7.3,4529.0
Photocopier,6.8,2815.0
Pray Away,6.5,2714.0
Bordertown: The Mural Murders,6.2,2074.0
A Boy Called Christmas,6.7,20838.0
Afterlife of the Party,5.7,8223.0
40 Love,,
The Seventh Day,4.5,4248.0
Thunder Force,4.4,40788.0
A Castle for Christmas,5.5,11727.0
Outside the Wire,5.4,41562.0
The Loud House Movie,6.2,1893.0
Lead Me Home,7.1,
Shaun the Sheep: The Flight Before Christmas,7.3,1448.0
Trollhunters: Rise of the Titans,6.7,4614.0
Operation Hyacinth,6.7,2802.0
Grudge,5.5,4185.0
Bridgerton - The Afterparty,,
Kuthiraivaal,6.4,150.0
More the Merrier,5.4,3080.0
I Am All Girls,5.9,5704.0
The Kissing Booth 3,4.7,15536.0
Chris Rock Total Blackout: The Tamborine Extended Cut,7.0,286.0
Pelé,7.0,4169.0
Memories of a Murderer: The Nilsen Tapes,6.3,3123.0
Don't Kill Me,4.3,1611.0
Found,7.5,1145.0
Three Songs for Benazir,7.7,
Brian Regan: On the Rocks,6.9,601.0
Ride or Die,5.5,1808.0
Monster,6.5,5574.0
Mobile Suit Gundam Hathaway,6.6,1331.0
This Is the Night,5.5,556.0
Dhamaka,7.5,39620.0
The Whole Truth,5.1,3073.0
A Week Away,5.7,4465.0
Crazy About Her,6.6,5435.0
Below Zero,6.2,18840.0
The Witcher: Fireplace,,
Ferry,7.0,10748.0
Yara,6.2,4205.0
The 8th Night,5.3,3181.0
Skater Girl,6.6,4180.0
Penguin Bloom,6.8,9792.0
Sentinelle,4.7,7726.0
Seal Team,5.5,1240.0
Deep,4.8,1380.0
Marilyn's Eyes,6.6,1215.0
The Devil Below,4.2,4093.0
Still Out of My League,5.4,729.0
Stuck Together,6.3,6699.0
Brother in Love 2,7.2,589.0
The Last Mercenary,5.3,8276.0
Breaking Boundaries: The Science of Our Planet,7.8,2534.0
Vicky and Her Mystery,6.4,1789.0
Why Did You Kill Me?,5.6,4057.0
The Door Into Summer,6.3,594.0
Anne+,6.1,1295.0
Sooryavanshi,6.5,75199.0
Attack of the Hollywood Clichés!,,
Game Changer,4.4,109.0
The Hand of God: Through the Eyes of Sorrentino,7.0,7.0
The Falls,7.0,1413.0
The Last Forest,7.3,385.0
Escape the Undertaker,4.3,394.0
Blood Brothers: Malcolm X & Muhammad Ali,6.9,906.0
American Girl,7.2,1032.0
Biking Borders - eine etwas andere Reise,7.7,888.0
Sounds Like Love,5.4,2023.0
Anonymously Yours,5.7,1541.0
Major Grom: Plague Doctor,6.3,11715.0
The Minimalists: Less Is Now,5.9,4027.0
Making The Billion Dollar Code,,
Doctor,7.6,14590.0
Amy Tan: Unintended Memoir,7.7,307.0
Dynasty Warriors,4.7,2079.0
David and the Elves,5.2,687.0
Meskina,5.6,826.0
Security,5.0,1935.0
Bright: Samurai Soul,5.5,800.0
Homunculus,5.5,2632.0
Two Distant Strangers,,
7 Yards: The Chris Norton Story,7.8,258.0
Untold: Breaking Point,7.6,2400.0
Autumn Girl,5.4,486.0
A California Christmas: City Lights,5.5,2231.0
Spoiled Brats,6.1,5361.0
The Girl on the Train,4.4,14348.0
Shyam Singha Roy,7.9,10903.0
Phil Wang: Philly Philly Wang Wang,6.0,561.0
The Phantom,6.4,709.0
Lady Boss: The Jackie Collins Story,6.8,383.0
Murder by the Coast,6.5,2054.0
Theo Von: Regular People,5.1,729.0
Je suis Karl,5.4,889.0
Madame Claude,5.4,3282.0
Nicole Byer: BBW (Big Beautiful Weirdo),5.7,500.0
The Getaway King,6.8,973.0
Father Christmas Is Back,4.5,5622.0
Last Summer,6.3,2774.0
A Family,7.0,2158.0
Jonas Brothers Family Roast,5.1,1579.0
Red Dot,5.5,13156.0
We Couldn't Become Adults,6.5,655.0
Heroes: Silence and Rock & Roll,7.5,641.0
Forever Rich,5.5,993.0
Baggio: The Divine Ponytail,6.1,4296.0
Chandigarh Kare Aashiqui,6.9,12303.0
Child of Kamiari Month,5.9,633.0
Cousins,6.9,474.0
New Gods: Nezha Reborn,6.8,3045.0
Barbie & Chelsea: The Lost Birthday,,
Confessions of an Invisible Girl,5.2,966.0
"Barbie: Big City, Big Dreams",5.8,258.0
Black Island,5.1,2697.0
Michael Che: Shame the Devil,6.4,957.0
Lulli,4.7,1356.0
The Seven Deadly Sins: Cursed by Light,6.4,865.0
The Princess Switch 3: Romancing the Star,5.5,5618.0
The Yin Yang Master,,
Biggie: I Got a Story to Tell,6.8,4934.0
Camp Confidential: America's Secret Nazis,6.3,
The Wonderful: Stories from the Space Station,,
In Our Mothers' Gardens,8.6,124.0
Arlo the Alligator Boy,6.5,1079.0
137 Shots,6.2,767.0
One,6.5,2672.0
Mo Amer: Mohammed in Texas,6.5,568.0
Caught by a Wave,5.7,1265.0
The Women and the Murderer,6.4,1158.0
Monster Hunter: Legends of the Guild,,
Time,,
Montford: The Chickasaw Rancher,6.7,681.0
Sex: Unzipped,2.5,395.0
Swallow,3.4,175.0
Paper Lives,6.7,11804.0
Haseen Dillruba,7.0,25771.0
Amina,3.9,289.0
In for a Murder,5.3,1394.0
Fate: The Winx Saga - The Afterparty,6.2,69.0
The Witcher Season One Recap: From the Beginning,,
Sweet & Sour,6.7,2387.0
The Soul,6.6,2676.0
Love is Color Blind,8.3,465.0
Love Me Instead,7.0,2472.0
The Last Paradiso,5.7,1302.0
1000 Miles from Christmas,5.7,1483.0
Mimi,,
The Father Who Moves Mountains,5.5,3385.0
Nail Bomber: Manhunt,6.3,2086.0
Red,,
Secret Magic Control Agency,6.2,3948.0
LOL Surprise: The Movie,,
Untold: Caitlyn Jenner,6.4,2384.0
Most Eligible Bachelor,6.4,3125.0
Lords of Scam,6.3,568.0
"My Brother, My Sister",6.0,882.0
Xtreme,5.8,4273.0
Ghost Lab,5.2,1367.0
Carolin Kebekus: The Last Christmas Special,4.7,97.0
Just Short of Perfect,5.3,952.0
Puff: Wonders of the Reef,7.1,743.0
My Wonderful Life,5.8,540.0
Roohi,4.4,9912.0
Asakusa Kid,7.1,1090.0
The House of Flowers: The Movie,5.5,836.0
Creating The Queen's Gambit,6.9,577.0
Octonauts: The Ring of Fire,6.5,126.0
The Land,6.1,444.0
Honey Girls,5.0,154.0
Gatao: The Last Stray,5.9,244.0
Resort to Love,5.7,5586.0
Annaatthe,4.6,9400.0
Hate by Dani Rovira,6.7,419.0
Man in Love,6.9,1623.0
Meenakshi Sundareshwar,7.4,17141.0
Cobra Kai - The Afterparty,,
Just Say Yes,4.5,1910.0
Ajeeb Daastaans,6.7,5620.0
The Secret Diary of an Exchange Student,5.3,868.0
Carlos Ballarta: False Prophet,6.5,116.0
One Night in Paris,4.4,74.0
You vs. Wild: Out Cold,5.3,102.0
Headspace Unwind you Mind,7.2,132.0
Get the Grift,5.3,722.0
Dolly Parton: A MusiCares Tribute,6.6,226.0
Rabbids Invasion - Mission To Mars,7.8,
And Tomorrow the Entire World,6.0,3095.0
Squared Love,5.0,3059.0
Shadow and Bone - The Afterparty,,
Dearest Boy,6.1,240.0
Thomas & Friends: All Engines Go - Race for the Sodor Cup,3.6,56.0
Accomplice,7.2,361.0
Double Dad,5.6,1262.0
Dancing Queens,5.6,1672.0
Searching for Sheela,4.2,1327.0
Uppena,,
This Little Love of Mine,5.3,2393.0
JJ+E,5.3,1658.0
Tony Parker: The Final Shot,6.8,1364.0
Bankrolled,4.0,306.0
Mandela,,
The Guide to the Perfect Family,6.4,1632.0
"Strip Down, Rise Up",5.3,634.0
Kadaseela Biriyani,7.5,1265.0
The Characters of the Continent,6.6,56.0
Pagglait,6.9,9133.0
A World Without,3.7,336.0
Boomika,,
Get the Goat,6.1,1727.0
Bartkowiak,5.1,1165.0
Grumpy Christmas,4.4,348.0
Cinema Bandi,8.0,2416.0
This Is Not a Comedy,4.9,321.0
"Crack: Cocaine, Corruption & Conspiracy",6.7,3260.0
Zero to Hero,6.6,792.0
Irul,5.8,3021.0
Making Malinche: A Documentary by Nacho Cano,5.1,31.0
The Upshaws - The Afterparty,,
Happiness Ever After,4.2,153.0
Wild Dog,6.2,2248.0
Nayattu,8.1,6780.0
Carnaval,3.9,885.0
Wish You,6.4,804.0
Kurup,7.4,11582.0
Angeliena,7.7,1156.0
Connected,,
The Guardian,5.7,319.0
Animals on the Loose: A You vs. Wild Interactive Movie,5.8,928.0
Emicida AmarElo Live in Sao Paulo,7.5,43.0
Only You,6.5,64.0
Lethal Love,4.4,215.0
The Misadventures of Hedi and Cokeman,4.4,624.0
Johnny Test's Ultimate Meatloaf Quest,7.0,24.0
What Would Sophia Loren Do?,,
Cem Yılmaz: Diamond Elite Platinum Plus,6.6,6680.0
Sisters on Track,5.8,195.0
