Show_ID,Movie Title,Director,Country,Release_Year,Rating_class,Duration,Categories,Type,IMDB_Score,IMDB_Votes
s1634,The 2nd,Brian Skiba,United States,2020,TV-MA,93,Action & Adventure,Movie,3.8,8494.0
s1636,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo",United States,2020,TV-Y,22,Children & Family Movies,Movie,6.3,48.0
s1637,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,United States,2020,TV-PG,81,"Children & Family Movies, Documentaries",Movie,7.0,339.0
s1643,The Beast,Ludovico Di Martino,Italy,2020,TV-MA,100,"Action & Adventure, International Movies",Movie,5.2,4281.0
s1644,The Call,Lee Chung-hyun,South Korea,2020,TV-MA,112,"International Movies, Thrillers",Movie,6.7,120475.0
s1644,The Call,Lee Chung-hyun,South Korea,2020,TV-MA,112,"International Movies, Thrillers",Movie,7.1,29450.0
s1645,Fantastica,Barry Gonzalez,Philippines,2018,TV-PG,114,"Comedies, International Movies, LGBTQ Movies",Movie,3.6,212.0
s1646,Larry the Cable Guy: Remain Seated,Brian Volk-Weiss,United States,2020,TV-14,68,Stand-Up Comedy,Movie,6.6,258.0
s1647,Mosul,Matthew Michael Carnahan,United States,2020,TV-MA,103,"Action & Adventure, Dramas, International Movies",Movie,,
s1648,Unexpectedly Yours,Cathy Garcia-Molina,Philippines,2017,TV-14,121,"Comedies, International Movies, Romantic Movies",Movie,6.8,178.0
s1649,Ghosts of War,Eric Bress,United Kingdom,2020,R,95,Horror Movies,Movie,5.5,9701.0
s1651,Shawn Mendes: Live in Concert,Paul Dugdale,"United Kingdom, United States",2020,TV-PG,87,Music & Musicals,Movie,7.1,316.0
s1652,The Christmas Chronicles: Part Two,Chris Columbus,Canada,2020,PG,115,"Children & Family Movies, Comedies",Movie,6.0,29280.0
s1653,Andhaghaaram,V Vignarajan,,2020,TV-14,171,"Horror Movies, International Movies, Thrillers",Movie,7.7,3679.0
s1657,Hillbilly Elegy,Ron Howard,United States,2020,R,117,Dramas,Movie,6.7,40703.0
s1658,Notes for My Son,Carlos Sorín,Argentina,2020,TV-MA,84,"Dramas, International Movies",Movie,6.4,912.0
s1660,Hard Kill,Matt Eskandari,United States,2020,R,98,Action & Adventure,Movie,3.4,19728.0
s1661,Shawn Mendes: In Wonder,Grant Singer,United States,2020,TV-MA,83,"Documentaries, Music & Musicals",Movie,6.5,2016.0
s1663,The Suit,Mohammad Adel,Egypt,2018,TV-14,97,"Action & Adventure, Comedies, International Movies",Movie,5.4,1608.0
s1666,40 Sticks,Victor Gatonye,Kenya,2019,TV-14,93,"International Movies, Thrillers",Movie,6.7,99.0
s1670,If Anything Happens I Love You,"Will McCormack, Michael Govier",United States,2020,PG,13,Dramas,Movie,,
s1672,The App That Stole Christmas,Monica Floyd,United States,2020,TV-PG,64,"Children & Family Movies, Comedies",Movie,3.7,734.0
s1675,Bodyguard,Siddique,India,2011,TV-14,130,"Action & Adventure, Comedies, International Movies",Movie,4.6,25592.0
s1677,Hawaizaada,Vibhu Virender Puri,India,2015,TV-14,129,"Dramas, International Movies, Romantic Movies",Movie,5.6,1910.0
s1679,Raman Raghav 2.0,Anurag Kashyap,India,2016,TV-MA,133,"International Movies, Thrillers",Movie,7.4,14380.0
s1680,Singham,Rohit Shetty,India,2011,TV-14,142,"Action & Adventure, Dramas, International Movies",Movie,6.8,16473.0
s1682,The Princess Switch: Switched Again,Mike Rohl,United States,2020,TV-G,97,"Children & Family Movies, Comedies, Dramas",Movie,,
s1683,Three Words to Forever,Cathy Garcia-Molina,Philippines,2018,TV-G,107,"Comedies, Dramas, International Movies",Movie,6.8,109.0
s1686,Ainu Mosir,Takeshi Fukunaga,"United States, Japan",2020,TV-PG,84,"Dramas, International Movies",Movie,6.6,231.0
s1687,Kevin Hart: Zero F**ks Given,Leslie Small,United States,2020,TV-MA,70,Stand-Up Comedy,Movie,6.0,3342.0
s1690,Loving,Jeff Nichols,"United Kingdom, United States",2016,PG-13,124,"Dramas, Romantic Movies",Movie,7.0,34139.0
s1691,Whose Streets?,"Sabaah Folayan, Damon Davis",United States,2017,R,102,Documentaries,Movie,5.5,1337.0
s1692,A Very Country Christmas,Justin G. Dyck,"United States, Canada",2017,TV-G,84,"Music & Musicals, Romantic Movies",Movie,6.0,1622.0
s1695,Cloudy with a Chance of Meatballs 2,"Cody Cameron, Kris Pearn",United States,2013,PG,95,"Children & Family Movies, Comedies",Movie,6.3,100637.0
s1696,Hometown Holiday,Justin G. Dyck,Canada,2018,TV-G,84,Romantic Movies,Movie,5.0,994.0
s1703,Fukrey Boyzzz: Space Mein Fukrapanti,Avinash Walzade,India,2020,TV-Y7,75,"Children & Family Movies, Comedies",Movie,7.8,14.0
s1704,Jingle Jangle: A Christmas Journey,David E. Talbert,United States,2020,PG,124,"Children & Family Movies, Music & Musicals",Movie,6.5,18274.0
s1705,The Beginning of Life 2: Outside,Renata Terra,Brazil,2020,TV-PG,92,"Documentaries, International Movies",Movie,8.1,18.0
s1706,The Life Ahead,Edoardo Ponti,Italy,2020,PG-13,95,"Dramas, International Movies",Movie,6.8,14021.0
s1710,First Love,Paul Soriano,Philippines,2018,TV-MA,123,"Dramas, International Movies, Romantic Movies",Movie,6.0,149.0
s1713,Ludo,Anurag Basu,India,2020,TV-MA,150,"Comedies, Dramas, International Movies",Movie,2.8,825.0
s1713,Ludo,Anurag Basu,India,2020,TV-MA,150,"Comedies, Dramas, International Movies",Movie,7.6,37528.0
s1714,Memories of a Teenager,Lucas Santa Ana,Argentina,2019,TV-MA,97,"Dramas, International Movies, LGBTQ Movies",Movie,6.5,778.0
s1721,What We Wanted,Ulrike Kofler,Austria,2020,TV-MA,93,"Dramas, International Movies",Movie,5.9,1773.0
s1726,Citation,Kunle Afolayan,Nigeria,2020,TV-MA,151,"Dramas, International Movies",Movie,6.1,958.0
s1728,Girl's Revenge,Weica Wang,Taiwan,2020,TV-MA,82,"Dramas, International Movies",Movie,5.7,190.0
s1729,The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga","Spain, France, Canada",2019,TV-MA,148,"Dramas, Independent Movies, International Movies",Movie,7.2,6239.0
s1732,A New York Christmas Wedding,Otoja Abit,United States,2020,TV-MA,90,"Dramas, LGBTQ Movies, Romantic Movies",Movie,5.3,1111.0
s1733,Alone/Together,Antoinette Jadaone,Philippines,2019,TV-14,103,"Dramas, International Movies, Romantic Movies",Movie,6.8,451.0
s1735,Midnight at the Magnolia,Maxwell McGuire,Canada,2020,TV-G,87,"Comedies, Romantic Movies",Movie,5.8,5296.0
s1736,One More Try,Ruel S. Bayani,Philippines,2012,TV-14,102,"Dramas, International Movies, Romantic Movies",Movie,5.9,202.0
s1737,Operation Christmas Drop,Martin Wood,United States,2020,TV-G,96,"Children & Family Movies, Comedies, Romantic Movies",Movie,5.8,11329.0
s1740,Christmas with a Prince,Justin G. Dyck,Canada,2018,TV-PG,86,"Comedies, Dramas, Romantic Movies",Movie,5.2,1627.0
s1742,Miss India,Narendra Nath,India,2020,TV-PG,136,"Dramas, International Movies",Movie,,
s1743,Felix Lobrecht: Hype,Jan-Peter Horns,Germany,2020,TV-MA,60,Stand-Up Comedy,Movie,5.8,250.0
s1744,MOTHER,Tatsushi Omori,Japan,2020,TV-14,127,"Dramas, International Movies",Movie,,
s1745,The Beginning of Life,Estela Renner,,2016,TV-PG,96,"Documentaries, International Movies",Movie,7.6,934.0
s1764,Piercing,Nicolas Pesce,United States,2018,R,81,"Dramas, Independent Movies, Thrillers",Movie,5.5,7534.0
s1771,Wheels of Fortune,Shaun Paul Piccinino,United States,2020,R,107,"Comedies, Sports Movies",Movie,5.3,777.0
s1776,His House,Remi Weekes,United Kingdom,2020,TV-14,93,"Horror Movies, Independent Movies",Movie,6.5,38870.0
s1777,In Line,Tope Oshin,Nigeria,2017,TV-14,114,"Dramas, International Movies",Movie,6.1,34.0
s1778,Kaali Khuhi,Terrie Samundra,India,2020,TV-14,91,"Horror Movies, International Movies",Movie,3.5,1207.0
s1781,Rogue City,Olivier Marchal,France,2020,TV-MA,116,"Dramas, International Movies, Thrillers",Movie,,
s1785,Pagpag: Nine Lives,Frasco Mortiz,Philippines,2013,TV-14,106,"Horror Movies, International Movies",Movie,5.5,313.0
s1786,Holidate,John Whitesell,United States,2020,TV-MA,105,"Comedies, Romantic Movies",Movie,6.1,61924.0
s1789,Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,Poland,2020,TV-MA,103,"Horror Movies, International Movies",Movie,4.9,11304.0
s1790,Secrets of the Saqqara Tomb,James Tovell,United States,2020,TV-PG,114,Documentaries,Movie,7.2,6189.0
s1793,Guillermo Vilas: Settling the Score,Matías Gueilburt,Argentina,2020,TV-14,95,"Documentaries, International Movies, Sports Movies",Movie,7.1,650.0
s1794,Sarah Cooper: Everything's Fine,Natasha Lyonne,United States,2020,TV-MA,50,Comedies,Movie,5.5,1708.0
s1798,I Am Woman,Unjoo Moon,Australia,2019,TV-MA,117,"Dramas, Music & Musicals",Movie,6.6,2205.0
s1802,Over the Moon,Glen Keane,"China, United States",2020,PG,100,"Children & Family Movies, Music & Musicals",Movie,6.3,21562.0
s1806,Bending the Arc,"Kief Davidson, Pedro Kos",United States,2017,TV-MA,102,Documentaries,Movie,8.0,314.0
s1807,Cadaver,Jarand Herdal,Norway,2020,TV-MA,87,"Horror Movies, International Movies",Movie,5.1,9608.0
s1808,Exes Baggage,Dan Villegas,Philippines,2018,TV-MA,103,"Dramas, International Movies, Romantic Movies",Movie,6.4,267.0
s1810,The Hows of Us,Cathy Garcia-Molina,Philippines,2018,TV-14,120,"Dramas, International Movies, Romantic Movies",Movie,6.7,2695.0
s1812,"Yes, God, Yes",Karen Maine,United States,2020,R,78,"Comedies, Dramas, Independent Movies",Movie,6.1,14496.0
s1815,Rebecca,Ben Wheatley,United Kingdom,2020,PG-13,123,"Dramas, Romantic Movies, Thrillers",Movie,6.0,40447.0
s1817,Tremors: Shrieker Island,Don Michael Paul,United States,2020,PG-13,102,"Action & Adventure, Horror Movies",Movie,,
s1820,Ghadi,Amin Dora,Lebanon,2013,TV-MA,101,"Comedies, Dramas, International Movies",Movie,7.3,1128.0
s1821,Heritages,Philippe Aractingi,"Lebanon, United Arab Emirates, France, Switzerland, Germany",2014,TV-14,96,"Documentaries, International Movies",Movie,7.3,130.0
s1822,Listen,Philippe Aractingi,Lebanon,2017,TV-MA,103,"Dramas, Independent Movies, International Movies",Movie,6.6,227.0
s1824,Panoptic,Rana Eid,Lebanon,2017,TV-MA,69,"Documentaries, International Movies",Movie,6.2,59.0
s1825,Taxi Ballad,Daniel Joseph,"Lebanon, United States, United Arab Emirates",2012,TV-MA,81,"Dramas, International Movies",Movie,,
s1831,What Did I Mess,Shady Hanna,Lebanon,2018,TV-14,98,"Comedies, International Movies, Romantic Movies",Movie,7.1,695.0
s1836,I Am Vengeance: Retaliation,Ross Boyask,United Kingdom,2020,R,82,Action & Adventure,Movie,3.4,3048.0
s1837,Disconnect,"David 'Tosh' Gitonga, Michael Jones",Kenya,2018,TV-MA,107,"Comedies, International Movies, Romantic Movies",Movie,5.3,117.0
s1839,In a Valley of Violence,Ti West,United States,2016,R,104,Action & Adventure,Movie,6.0,18452.0
s1843,The Trial of the Chicago 7,Aaron Sorkin,"United States, United Kingdom, India",2020,R,130,Dramas,Movie,7.7,170728.0
s1844,Unfriended,Levan Gabriadze,"United States, Russia",2014,R,83,"Horror Movies, Thrillers",Movie,5.5,73854.0
s1845,A Babysitter's Guide to Monster Hunting,Rachel Talalay,United States,2020,TV-PG,99,Children & Family Movies,Movie,5.4,4067.0
s1846,Batman: The Killing Joke,Sam Liu,United States,2016,R,77,Action & Adventure,Movie,6.4,55806.0
s1850,Kartini: Princess of Java,Hanung Bramantyo,"Indonesia, Netherlands",2017,TV-PG,118,"Dramas, International Movies",Movie,7.6,511.0
s1851,Love Like the Falling Rain,Lasja Fauzia Susatyo,Indonesia,2020,TV-14,87,"Dramas, International Movies, Romantic Movies",Movie,4.9,200.0
s1854,Rooting for Roona,"Pavitra Chalam, Akshay Shankar",India,2020,TV-PG,42,"Documentaries, International Movies",Movie,,
s1856,A Choo,"Kevin Ko, Peter Tsi",Taiwan,2020,TV-14,101,"Action & Adventure, International Movies, Romantic Movies",Movie,5.4,357.0
s1857,BLACKPINK: Light Up the Sky,Caroline Suh,United States,2020,TV-14,80,"Documentaries, Music & Musicals",Movie,7.5,6319.0
s1858,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,Mexico,2020,TV-MA,110,"Documentaries, International Movies",Movie,8.1,1641.0
s1864,Hunterrr,Harshavardhan Kulkarni,India,2015,TV-MA,140,"Comedies, International Movies, Romantic Movies",Movie,7.0,6199.0
s1870,Ginny Weds Sunny,Puneet Khanna,India,2020,TV-MA,126,"Comedies, International Movies, Romantic Movies",Movie,5.7,4699.0
s1872,Super Monsters: Dia de los Monsters,,Canada,2020,TV-Y,25,Children & Family Movies,Movie,,
s1873,The Forty-Year-Old Version,Radha Blank,United States,2020,R,124,"Comedies, Dramas, Independent Movies",Movie,7.2,4940.0
s1875,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",France,2020,TV-MA,100,"Documentaries, International Movies, Music & Musicals",Movie,6.7,118.0
s1880,Hubie Halloween,Steve Brill,United States,2020,PG-13,104,"Comedies, Horror Movies",Movie,5.2,47588.0
s1883,Dolly Parton: Here I Am,Francis Whately,United Kingdom,2019,TV-14,90,"Documentaries, Music & Musicals",Movie,7.3,1467.0
s1884,StarBeam: Halloween Hero,Jon Izen,Canada,2020,TV-Y,33,Children & Family Movies,Movie,,
s1887,David Attenborough: A Life on Our Planet,"Alastair Fothergill, Jonnie Hughes, Keith Scholey","United States, United Kingdom",2020,PG,84,Documentaries,Movie,9.0,31180.0
s1888,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Amy Segal,Canada,2020,TV-MA,44,"Documentaries, LGBTQ Movies",Movie,8.6,1357.0
s1889,Good Game: The Beginning,Umut Aral,Turkey,2018,TV-14,115,"Dramas, International Movies, Sports Movies",Movie,4.4,1796.0
s1892,A Chaster Marriage,Umut Kirca,Turkey,2016,TV-14,94,"Comedies, International Movies, Romantic Movies",Movie,5.4,874.0
s1893,A Go! Go! Cory Carson Halloween,"Alex Woo, Stanley Moore",,2020,TV-Y,22,Children & Family Movies,Movie,6.3,52.0
s1897,Òlòtūré,Kenneth Gyang,Nigeria,2020,TV-MA,107,"Dramas, International Movies",Movie,5.5,774.0
s1898,Serious Men,Sudhir Mishra,India,2020,TV-MA,115,"Comedies, Dramas, International Movies",Movie,6.8,7390.0
s1899,The Binding,Domenico de Feudis,Italy,2020,TV-MA,93,"Horror Movies, International Movies, Thrillers",Movie,4.8,4145.0
s1900,Turkish Dance School,Burak Aksak,Turkey,2017,TV-MA,107,"Comedies, International Movies, Romantic Movies",Movie,5.7,2113.0
s1901,Vampires vs. the Bronx,Oz Rodriguez,United States,2020,PG-13,86,"Comedies, Horror Movies",Movie,5.7,9627.0
s1902,You've Got This,Salvador Espinosa,Mexico,2020,TV-MA,112,"Comedies, International Movies, Romantic Movies",Movie,5.8,1273.0
s1903,All Because of You,Adrian Teh,Malaysia,2020,TV-PG,102,"Action & Adventure, Comedies, International Movies",Movie,4.2,217.0
s1905,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya",United States,2019,TV-14,83,"Documentaries, LGBTQ Movies",Movie,7.5,58.0
s1906,Cold Harbour,Carey McKenzie,South Africa,2013,TV-MA,73,"Action & Adventure, Dramas, International Movies",Movie,5.2,211.0
s1912,Human Nature,Adam Bolt,United States,2019,TV-14,95,Documentaries,Movie,7.7,1541.0
s1913,Hunt for the Wilderpeople,Taika Waititi,New Zealand,2016,PG-13,101,"Action & Adventure, Comedies, Dramas",Movie,7.8,125720.0
s1914,I'm Leaving Now,"Lindsey Cordero, Armando Croda","United States, Mexico",2019,TV-MA,75,"Documentaries, International Movies",Movie,6.5,108.0
s1920,The American Game,Mostafa Abu Seif,,2019,TV-PG,91,"Comedies, International Movies, Romantic Movies",Movie,,
s1921,The Book of Sun,Faris Godus,Saudi Arabia,2020,TV-14,120,"Comedies, Independent Movies, International Movies",Movie,,
s1922,The Outpost,Rod Lurie,"United States, Bulgaria",2020,R,123,"Action & Adventure, Dramas",Movie,6.8,31819.0
s1925,We Have Always Lived in the Castle,Stacie Passon,United States,2018,TV-14,95,"Dramas, Thrillers",Movie,5.6,7063.0
s1927,American Murder: The Family Next Door,Jenny Popplewell,United States,2020,TV-MA,84,Documentaries,Movie,7.2,26355.0
s1928,Baxu and the Giants,Florian Schott,Namibia,2019,TV-PG,29,"Dramas, International Movies",Movie,,
s1932,The Boys in the Band,Joe Mantello,United States,2020,R,122,"Dramas, LGBTQ Movies",Movie,6.8,14938.0
s1933,The Boys in the Band: Something Personal,,United States,2020,TV-MA,28,"Documentaries, LGBTQ Movies",Movie,7.2,356.0
s1935,Bully,Lee Hirsch,United States,2012,PG-13,98,Documentaries,Movie,7.4,10266.0
s1936,Michelle Buteau: Welcome to Buteaupia,Page Hurwitz,United States,2020,TV-MA,59,Stand-Up Comedy,Movie,,
s1937,Welcome to Sudden Death,Dallas Jackson,United States,2020,R,80,Action & Adventure,Movie,4.3,
s1939,Ankhon Dekhi,Rajat Kapoor,India,2013,TV-PG,104,"Dramas, Independent Movies, International Movies",Movie,8.0,11330.0
s1940,Dedh Ishqiya,Abhishek Chaubey,India,2014,TV-14,146,"Comedies, Dramas, International Movies",Movie,7.0,7179.0
s1951,Time Out,Rikhil Bahadur,India,2015,TV-14,98,"Dramas, Independent Movies, International Movies",Movie,6.0,399.0
s1951,Time Out,Rikhil Bahadur,India,2015,TV-14,98,"Dramas, Independent Movies, International Movies",Movie,5.9,45.0
s1954,My Mother's Wound,Ozan Açıktan,,2016,TV-MA,115,"Dramas, International Movies",Movie,7.3,3620.0
s1957,Zulu Man in Japan,,,2019,TV-MA,44,"Documentaries, International Movies, Music & Musicals",Movie,,
s1960,Enola Holmes,Harry Bradbeer,United Kingdom,2020,PG-13,124,"Action & Adventure, Children & Family Movies, Dramas",Movie,6.6,160806.0
s1961,Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",United States,2020,TV-G,85,Documentaries,Movie,8.2,6607.0
s1963,A Love Song for Latasha,Sophia Nahli Allison,United States,2020,TV-PG,20,Documentaries,Movie,,
s1965,High & Low The Movie,Shigeaki Kubo,Japan,2016,TV-MA,129,"Action & Adventure, International Movies",Movie,6.6,563.0
s1970,Road To High & Low,Shigeaki Kubo,Japan,2016,TV-MA,94,"Action & Adventure, International Movies",Movie,6.7,177.0
s1971,The Blue Elephant 2,Marwan Hamed,Egypt,2019,TV-MA,130,"Horror Movies, International Movies, Thrillers",Movie,8.2,9475.0
s1973,Black,Raja Chanda,India,2015,TV-14,137,"Action & Adventure, International Movies",Movie,4.4,74.0
s1975,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,India,2013,TV-MA,139,"Dramas, International Movies, Romantic Movies",Movie,6.7,3978.0
s1976,Santa Banta Pvt Ltd,Akashdeep,India,2016,TV-14,111,"Comedies, International Movies",Movie,2.7,282.0
s1977,The Royal Bengal Tiger,Rajesh Ganguly,India,2014,TV-MA,103,"Dramas, International Movies, Thrillers",Movie,6.9,874.0
s1982,Whipped,Chandra Liow,Indonesia,2020,TV-14,98,"Comedies, International Movies, Romantic Movies",Movie,,
s1983,Anaamika,Sekhar Kammula,India,2014,TV-14,130,"International Movies, Thrillers",Movie,5.5,260.0
s1985,GIMS: On the Record,Florent Bodin,France,2020,TV-MA,96,"Documentaries, International Movies, Music & Musicals",Movie,6.8,207.0
s1986,Horrid Henry's Gross Day Out,Gary Andrews,United Kingdom,2020,TV-Y,61,"Children & Family Movies, Comedies",Movie,6.1,47.0
s1988,Residue,Merawi Gerima,United States,2020,TV-MA,90,"Dramas, Independent Movies",Movie,6.5,570.0
s1997,The Paramedic,Carles Torras,Spain,2020,TV-MA,94,"Dramas, International Movies, Thrillers",Movie,5.7,12092.0
s2001,Michael McIntyre: Showman,Chris Howe,United Kingdom,2020,TV-MA,63,Stand-Up Comedy,Movie,7.1,1219.0
s2004,The Smurfs 2,Raja Gosnell,"United States, France, Canada, Belgium",2013,PG,105,"Children & Family Movies, Comedies",Movie,5.3,41571.0
s2005,Wish Upon a Unicorn,Steve Bencich,,2020,PG,93,Children & Family Movies,Movie,5.4,176.0
s2006,Lara and the Beat,Tosin Coker,Nigeria,2018,TV-MA,140,"Dramas, International Movies, Music & Musicals",Movie,6.7,146.0
s2008,Dad Wanted,Javier Colinas,Mexico,2020,TV-14,103,"Children & Family Movies, Comedies, Dramas",Movie,5.7,1058.0
s2011,How to Train Your Dragon 2,Dean DeBlois,United States,2014,PG,102,Children & Family Movies,Movie,7.8,327565.0
s2012,Pets United,Reinhard Klooss,"Germany, China, United Kingdom",2020,TV-Y7,93,"Children & Family Movies, Comedies",Movie,3.7,2677.0
s2016,Aapla Manus,Satish Rajwade,India,2018,TV-14,133,"Dramas, International Movies, Thrillers",Movie,7.0,922.0
s2017,Ani... Dr. Kashinath Ghanekar,Abhijeet Deshpande,India,2018,TV-14,157,"Dramas, International Movies",Movie,8.5,1071.0
s2020,Cycle,Prakash Kunte,India,2018,TV-PG,96,"Comedies, Dramas, International Movies",Movie,8.2,479.0
s2021,Dhh,Manish Saini,India,2017,TV-G,127,"Children & Family Movies, Dramas, International Movies",Movie,7.9,320.0
s2024,Kaagar,Makarand Mane,India,2019,TV-MA,130,"Dramas, International Movies, Romantic Movies",Movie,6.2,64.0
s2025,Night of Knots,Hakan Algül,Turkey,2018,TV-MA,93,"Comedies, International Movies, Romantic Movies",Movie,5.4,1282.0
s2027,Poshter Girl,Sameer Patil,India,2016,TV-14,138,"Comedies, Dramas, International Movies",Movie,6.6,328.0
s2028,Satria Heroes: Revenge of the Darkness,"Kenzo Maihara, Amandha Wyanto",Indonesia,2017,TV-G,92,Children & Family Movies,Movie,4.4,69.0
s2029,Son Of Adam,Ahmed Nader Galal,Egypt,2018,TV-14,110,"Dramas, International Movies, Thrillers",Movie,,
s2030,The Babysitter: Killer Queen,McG,United States,2020,TV-MA,102,"Comedies, Horror Movies",Movie,5.8,37462.0
s2031,Cargo,Arati Kadav,India,2020,TV-14,113,"Comedies, Dramas, Independent Movies",Movie,6.3,42722.0
s2031,Cargo,Arati Kadav,India,2020,TV-14,113,"Comedies, Dramas, Independent Movies",Movie,5.6,2906.0
s2032,Cuties,Maïmouna Doucouré,France,2020,TV-MA,96,"Dramas, International Movies",Movie,3.3,30030.0
s2035,So Much Love to Give,Marcos Carnevale,Argentina,2020,TV-14,108,"Comedies, International Movies, Music & Musicals",Movie,,
s2036,The Social Dilemma,Jeff Orlowski,United States,2020,PG-13,94,Documentaries,Movie,7.6,79674.0
s2037,#Alive,Cho Il,South Korea,2020,TV-MA,99,"Horror Movies, International Movies, Thrillers",Movie,6.3,37199.0
s2039,My Octopus Teacher,"Pippa Ehrlich, James Reed",South Africa,2020,TV-G,86,"Children & Family Movies, Documentaries, International Movies",Movie,8.1,51232.0
s2044,Villain,Philip Barantini,United Kingdom,2020,R,97,Dramas,Movie,5.9,3243.0
s2046,I'm Thinking of Ending Things,Charlie Kaufman,United States,2020,R,135,"Dramas, Independent Movies",Movie,6.6,79921.0
s2047,Kandasamys: The Wedding,Jayan Moodley,South Africa,2019,TV-14,93,"Comedies, Dramas, International Movies",Movie,6.0,226.0
s2049,The Lost Okoroshi,Abba T. Makama,Nigeria,2019,TV-MA,94,"Comedies, Dramas, Independent Movies",Movie,5.8,172.0
s2050,You're My Boss,Antoinette Jadaone,Philippines,2015,TV-14,117,"Comedies, International Movies, Romantic Movies",Movie,6.3,272.0
s2051,Afonso Padilha: Classless,"Junior Carelli, Rudge Campos",Brazil,2020,TV-MA,63,Stand-Up Comedy,Movie,6.9,194.0
s2052,Ave Maryam,Ertanto Robby Soediskam,Indonesia,2018,TV-PG,73,"Dramas, Independent Movies, International Movies",Movie,7.0,479.0
s2053,"Love, Guaranteed",Mark Steven Johnson,United States,2020,TV-PG,91,"Comedies, Independent Movies, Romantic Movies",Movie,5.6,17092.0
s2056,Freaks – You're One of Us,Felix Binder,Germany,2020,TV-MA,93,"Dramas, Independent Movies, International Movies",Movie,5.4,5809.0
s2058,Sky Tour: The Movie,Nguyen Thanh Tung,Vietnam,2020,TV-G,93,"Documentaries, International Movies, Music & Musicals",Movie,8.8,1036.0
s2060,Adrift,Baltasar Kormákur,"Hong Kong, Iceland, United States",2018,PG-13,96,"Action & Adventure, Dramas, Romantic Movies",Movie,6.6,54750.0
s2061,Always Be My Maybe,Dan Villegas,Philippines,2016,TV-14,112,"International Movies, Romantic Movies",Movie,6.7,372.0
s2061,Always Be My Maybe,Dan Villegas,Philippines,2016,TV-14,112,"International Movies, Romantic Movies",Movie,6.8,54166.0
s2066,Children of the Sea,Ayumu Watanabe,"Japan, United States",2019,TV-PG,112,"Anime Features, International Movies",Movie,6.5,2622.0
s2072,Puss in Boots,Chris Miller,United States,2011,PG,92,"Children & Family Movies, Comedies",Movie,6.6,156144.0
s2076,"Take the Ball, Pass the Ball",Duncan McMath,Spain,2018,TV-MA,109,"Documentaries, International Movies, Sports Movies",Movie,8.0,3064.0
s2077,The Boss Baby: Get That Baby!,"Dan Forgione, Pete Jacobs, Matt Whitlock",United States,2020,TV-Y7,115,"Children & Family Movies, Comedies",Movie,,
s2078,The Match,Francesco Carnesecchi,Italy,2020,TV-MA,97,"Dramas, International Movies, Sports Movies",Movie,,
s2080,The Smurfs,Raja Gosnell,"United States, Belgium, Canada, France",2011,PG,103,"Children & Family Movies, Comedies",Movie,5.4,89316.0
s2082,True: Friendship Day,"Mark Thornton, Todd Kauffman",Canada,2020,TV-Y,24,Children & Family Movies,Movie,6.8,22.0
s2083,Maniyarayile Ashokan,Shamzu Zayba,India,2020,TV-14,110,"Comedies, International Movies, Romantic Movies",Movie,4.7,1235.0
s2085,All Together Now,Brett Haley,United States,2020,PG,94,Dramas,Movie,6.5,4182.0
s2088,Santana,"Chris Roland, Maradona Dias Dos Santos","South Africa, Angola",2020,TV-MA,107,"Action & Adventure, International Movies",Movie,3.9,977.0
s2089,Unknown Origins,David Galán Galindo,Spain,2020,TV-MA,97,"International Movies, Thrillers",Movie,6.1,6732.0
s2092,The Bridge Curse,Lester Hsi,Taiwan,2020,TV-MA,88,"Horror Movies, International Movies, Thrillers",Movie,,
s2093,The Young Messiah,Cyrus Nowrasteh,United States,2016,PG-13,111,"Dramas, Faith & Spirituality",Movie,5.6,3542.0
s2095,Lingua Franca,Isabel Sandoval,"United States, Philippines",2019,TV-MA,94,"Dramas, International Movies, LGBTQ Movies",Movie,6.5,671.0
s2096,Making The Witcher,Nathan Wiley,United States,2020,TV-MA,33,Documentaries,Movie,6.8,442.0
s2098,Rising Phoenix,,United Kingdom,2020,PG-13,107,"Documentaries, International Movies, Sports Movies",Movie,8.1,1659.0
s2101,Septembers of Shiraz,Wayne Blair,United States,2016,PG-13,110,"Dramas, Thrillers",Movie,7.9,38.0
s2104,Class of '83,Atul Sabharwal,India,2020,TV-14,98,"Dramas, International Movies, Thrillers",Movie,5.8,5571.0
s2105,Dark Forces,Bernardo Arellano,Mexico,2020,TV-MA,81,"Horror Movies, Independent Movies, International Movies",Movie,2.7,586.0
s2108,The Sleepover,Trish Sie,United States,2020,TV-PG,104,"Action & Adventure, Children & Family Movies, Comedies",Movie,5.6,10198.0
s2110,John Was Trying to Contact Aliens,,United States,2020,TV-PG,17,"Documentaries, LGBTQ Movies",Movie,,
