Show_ID,Movie Title,Director,Country,Release_Year,Rating_class,Duration,Categories,Type,IMDB_Score,IMDB_Votes
s4612,Vettai,N. Linguswamy,India,2012,TV-14,156,"Action & Adventure, International Movies, Music & Musicals",Movie,6.0,2433.0
s4618,Paradise Lost,Monique Gardenberg,Brazil,2018,TV-MA,111,"Dramas, Independent Movies, International Movies",Movie,6.9,674.0
s4619,Animal World,Han Yan,China,2018,TV-MA,130,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Movie,6.5,4367.0
s4620,Hold the Dark,Jeremy Saulnier,United States,2018,TV-MA,126,"Action & Adventure, Dramas",Movie,5.6,36500.0
s4625,The 3rd Eye,Rocky Soraya,Indonesia,2018,TV-MA,108,"Horror Movies, International Movies",Movie,5.1,1373.0
s4626,Two Catalonias,"Álvaro Longoria, Gerardo Olivares",Spain,2018,TV-MA,117,"Documentaries, International Movies",Movie,6.4,677.0
s4627,In Darkness,Anthony Byrne,"United Kingdom, United States",2018,TV-MA,101,"Independent Movies, International Movies, Thrillers",Movie,5.7,13098.0
s4631,Quincy,"Rashida Jones, Alan Hicks",United States,2018,TV-MA,124,"Documentaries, Music & Musicals",Movie,7.6,4488.0
s4632,Rafinha Bastos: Ultimatum,,Brazil,2018,TV-MA,63,Stand-Up Comedy,Movie,6.5,214.0
s4642,The Angel,Ariel Vromen,"Israel, United States",2018,TV-MA,114,"Dramas, International Movies, Thrillers",Movie,6.6,14013.0
s4643,The Land of Steady Habits,Nicole Holofcener,United States,2018,TV-MA,98,"Comedies, Dramas, Independent Movies",Movie,6.2,7566.0
s4645,Reversing Roe,,United States,2018,TV-14,100,Documentaries,Movie,7.5,1281.0
s4647,On My Skin,Alessio Cremonini,Italy,2018,TV-MA,100,"Dramas, International Movies",Movie,7.3,9159.0
s4650,The Resistance Banker,Joram Lürsen,Netherlands,2018,TV-MA,123,"Dramas, International Movies",Movie,6.9,9273.0
s4654,City of Joy,Madeleine Gavin,"United States,",2018,TV-MA,77,Documentaries,Movie,7.5,525.0
s4657,Next Gen,"Kevin R. Adams, Joe Ksander","China, Canada, United States",2018,TV-PG,106,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Movie,6.6,16964.0
s4660,The Most Assassinated Woman in the World,Franck Ribière,"Belgium, United Kingdom, United States",2018,TV-MA,102,"Dramas, International Movies, Thrillers",Movie,5.3,1076.0
s4661,PK,Rajkumar Hirani,India,2014,TV-14,146,"Comedies, Dramas, International Movies",Movie,8.2,178012.0
s4662,The Debt Collector,Jesse V. Johnson,"United Kingdom, United States",2018,TV-MA,96,Action & Adventure,Movie,5.8,7344.0
s4667,Garbage,Qaushiq Mukherjee,India,2018,TV-MA,109,"Dramas, Independent Movies, International Movies",Movie,3.4,1004.0
s4669,Love and Shukla,Jatla Siddartha,India,2017,TV-MA,110,"Dramas, Independent Movies, International Movies",Movie,7.3,933.0
s4670,Once Again,Kanwal Sethi,"India, Germany, Austria",2018,TV-PG,101,"Dramas, Independent Movies, International Movies",Movie,7.0,980.0
s4672,Sparring,Samuel Jouy,France,2017,TV-MA,94,"Dramas, International Movies, Sports Movies",Movie,6.4,614.0
s4676,The Laws of Thermodynamics,Mateo Gil,Spain,2018,TV-MA,101,"Comedies, International Movies, Romantic Movies",Movie,6.0,2726.0
s4680,Naam Shabana,Shivam Nair,India,2017,TV-14,141,"Action & Adventure, International Movies",Movie,6.2,6712.0
s4681,Qarib Qarib Singlle,Tanuja Chandra,India,2017,TV-14,120,"Comedies, International Movies, Romantic Movies",Movie,7.1,8203.0
s4682,Spyder,A.R. Murugadoss,India,2017,TV-14,140,"Action & Adventure, International Movies",Movie,6.3,10230.0
s4685,Bert Kreischer: Secret Time,Todd Biermann,,2018,TV-MA,57,Stand-Up Comedy,Movie,7.3,2307.0
s4689,The After Party,Ian Edelman,United States,2018,TV-MA,90,"Comedies, Music & Musicals",Movie,5.7,4348.0
s4691,Bareilly Ki Barfi,Ashwiny Iyer Tiwari,India,2017,TV-14,110,"Comedies, Dramas, International Movies",Movie,7.5,23011.0
s4692,Mersal,Atlee Kumar,India,2017,TV-14,162,"Action & Adventure, Dramas, International Movies",Movie,8.1,32573.0
s4693,Mom,Ravi Udyawar,India,2017,TV-14,139,"Dramas, International Movies, Thrillers",Movie,7.2,10320.0
s4694,Pad Man,R. Balki,India,2018,PG-13,130,"Dramas, International Movies, Romantic Movies",Movie,7.9,25269.0
s4696,Party Monster: Scratching the Surface,,United States,2018,TV-14,33,Comedies,Movie,,
s4698,The Motive,Manuel Martín Cuenca,"Spain, Mexico",2017,TV-MA,114,"Comedies, Dramas, International Movies",Movie,6.5,5713.0
s4700,Yoo Byung Jae: Discomfort Zone,Y. Joon Chung,South Korea,2018,TV-MA,54,Stand-Up Comedy,Movie,,
s4701,Bhavesh Joshi Superhero,Vikramaditya Motwane,India,2018,TV-14,150,"Dramas, International Movies, Sci-Fi & Fantasy",Movie,7.7,8587.0
s4702,For Here or to Go?,Rucha Humnabadkar,"United States, India",2015,TV-MA,105,"Comedies, Dramas, Independent Movies",Movie,6.8,605.0
s4707,The Package,Jake Szymanski,United States,2018,TV-MA,95,Comedies,Movie,5.5,17226.0
s4708,Zion,Floyd Russ,United States,2018,TV-PG,12,"Documentaries, Sports Movies",Movie,,
s4709,Perdida,Alejandro Montiel,"Argentina, Spain",2018,TV-MA,104,"Dramas, International Movies, Thrillers",Movie,5.6,4684.0
s4713,2 States,Abhishek Varman,India,2014,TV-PG,143,"Comedies, Dramas, International Movies",Movie,6.9,25344.0
s4714,Baaghi,Sabir Khan,India,2016,TV-14,127,"Action & Adventure, International Movies",Movie,5.3,8826.0
s4719,Like Father,Lauren Miller Rogen,United States,2018,TV-MA,104,"Comedies, Dramas",Movie,6.1,21202.0
s4720,7 Khoon Maaf,Vishal Bhardwaj,India,2011,TV-MA,148,"Dramas, International Movies, Thrillers",Movie,6.2,5919.0
s4721,Chillar Party,"Vikas Bahl, Nitesh Tiwari",India,2011,TV-PG,127,"Children & Family Movies, Comedies, Dramas",Movie,7.5,7686.0
s4723,Fitoor,Abhishek Kapoor,India,2016,TV-14,124,"Dramas, International Movies, Romantic Movies",Movie,5.4,4787.0
s4726,Haider,Vishal Bhardwaj,India,2014,TV-MA,154,"Dramas, International Movies, Romantic Movies",Movie,8.1,54001.0
s4727,Highway,Imtiaz Ali,India,2014,TV-14,127,"Action & Adventure, Dramas, International Movies",Movie,7.6,28370.0
s4731,Mohenjo Daro,Ashutosh Gowariker,India,2016,TV-14,168,"Action & Adventure, Dramas, International Movies",Movie,5.6,11595.0
s4734,Rowdy Rathore,Prabhu Deva,India,2012,TV-14,137,"Action & Adventure, Comedies, International Movies",Movie,5.9,22243.0
s4735,Tamasha,Imtiaz Ali,India,2015,TV-14,133,"Dramas, International Movies, Romantic Movies",Movie,7.4,26790.0
s4736,Tere Naal Love Ho Gaya,Mandeep Kumar,India,2012,TV-14,127,"Comedies, International Movies, Romantic Movies",Movie,5.8,4359.0
s4740,Being Napoleon,"Jesse Handsher, Olivier Roland",United States,2018,TV-MA,88,Documentaries,Movie,5.5,124.0
s4741,Invisible,Pablo Giorgelli,"Argentina, France",2017,TV-MA,87,"Dramas, Independent Movies, International Movies",Movie,6.0,763.0
s4747,Kath & Kimderella,Ted Emery,Australia,2012,TV-14,86,Comedies,Movie,5.3,1333.0
s4749,The Mansion,Tony Datis,"France, Belgium",2017,TV-MA,100,"Comedies, Horror Movies, International Movies",Movie,4.6,2592.0
s4750,Coco y Raulito: Carrusel de ternura,"Raúl Campos, Jan Suter",Mexico,2018,TV-MA,57,Stand-Up Comedy,Movie,6.6,39.0
s4752,Extinction,Ben Young,United States,2018,TV-MA,95,"Action & Adventure, Dramas, Sci-Fi & Fantasy",Movie,5.8,51781.0
s4754,The Bleeding Edge,Kirby Dick,"Australia, United States",2018,TV-14,101,Documentaries,Movie,7.6,2671.0
s4756,Parmanu: The Story of Pokhran,Abhishek Sharma,India,2018,TV-PG,124,"Dramas, International Movies",Movie,7.6,23771.0
s4757,Iliza Shlesinger: Elder Millennial,Steve Paley,United States,2018,TV-MA,72,Stand-Up Comedy,Movie,7.2,4033.0
s4758,The Warning,Daniel Calparsoro,Spain,2018,TV-MA,93,"International Movies, Thrillers",Movie,5.9,6278.0
s4761,Duck Duck Goose,Chris Jenkins,"China, United States, United Kingdom",2018,PG,92,"Children & Family Movies, Comedies",Movie,5.7,3686.0
s4762,Father of the Year,,United States,2018,TV-MA,95,Comedies,Movie,5.2,11281.0
s4766,Nothing to Lose,Alexandre Avancini,Brazil,2018,PG,133,"Dramas, Faith & Spirituality, International Movies",Movie,2.3,23016.0
s4767,El club de los buenos infieles,,Spain,2018,TV-MA,85,"Comedies, International Movies",Movie,5.5,642.0
s4769,Camarón: The Film,Alexis Morante,Spain,2018,TV-14,105,"Documentaries, International Movies, Music & Musicals",Movie,7.5,303.0
s4771,Going for Gold,Clay Glen,Australia,2018,TV-G,88,"Children & Family Movies, Dramas, International Movies",Movie,4.8,537.0
s4774,How It Ends,David M. Rosenthal,United States,2018,TV-MA,113,"Action & Adventure, Sci-Fi & Fantasy",Movie,5.0,51513.0
s4775,Jim Jefferies: This Is Me Now,Scott Zabielski,United States,2018,TV-MA,71,Stand-Up Comedy,Movie,7.3,3984.0
s4776,Romina,Diego Cohen,Mexico,2018,TV-MA,75,"Horror Movies, Independent Movies, International Movies",Movie,2.3,2282.0
s4782,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",Argentina,2018,TV-14,66,Stand-Up Comedy,Movie,7.5,1516.0
s4783,The Legacy of a Whitetail Deer Hunter,Jody Hill,United States,2018,TV-14,83,"Action & Adventure, Comedies, Dramas",Movie,5.5,3909.0
s4784,The Skin of the Wolf,Samu Fuentes,Spain,2018,TV-MA,110,"Dramas, Independent Movies, International Movies",Movie,5.8,3019.0
s4785,White Fang,Alexandre Espigares,"France, Luxembourg, United States",2018,TV-PG,88,"Children & Family Movies, Dramas",Movie,6.9,3634.0
s4786,Sommore: Chandelier Status,Kevin Layne,United States,2013,TV-MA,77,Stand-Up Comedy,Movie,6.6,95.0
s4788,Joan Rivers: Don't Start with Me,Scott L. Montoya,United States,2012,TV-MA,69,Stand-Up Comedy,Movie,6.6,408.0
s4789,Katt Williams: Kattpacalypse,Marcus Raboy,United States,2012,TV-MA,61,Stand-Up Comedy,Movie,5.5,635.0
s4790,King of Peking,Sam Voutas,"China, United States, Australia",2018,TV-14,88,"Comedies, Dramas, International Movies",Movie,6.4,364.0
s4794,Deewana Main Deewana,K.C. Bokadia,India,2013,TV-14,107,"Comedies, Dramas, International Movies",Movie,2.6,374.0
s4795,Duck Butter,Miguel Arteta,United States,2018,TV-MA,94,"Dramas, Independent Movies, LGBTQ Movies",Movie,5.3,3909.0
s4797,My Birthday Song,Samir Soni,India,2018,TV-14,92,"Dramas, International Movies, Thrillers",Movie,5.6,282.0
s4802,What We Started,"Bert Marcus, Cyrus Saidi",United States,2017,TV-MA,96,"Documentaries, Music & Musicals",Movie,7.1,2126.0
s4803,Zoo,Shlok Sharma,India,2018,TV-MA,94,"Dramas, Independent Movies, International Movies",Movie,5.7,96.0
s4806,The Maus,Yayo Herrero,Spain,2017,TV-MA,90,"Horror Movies, Independent Movies, International Movies",Movie,4.7,6331.0
s4807,Calibre,Matt Palmer,United Kingdom,2018,TV-MA,101,"Dramas, International Movies, Thrillers",Movie,6.8,27622.0
s4809,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",Chile,2018,TV-MA,77,Stand-Up Comedy,Movie,4.8,71.0
s4811,Penalty Kick,Rodrigo Triana,"Colombia, Mexico",2018,TV-14,89,"Comedies, Dramas, International Movies",Movie,3.7,280.0
s4812,Recovery Boys,Elaine McMillion Sheldon,United States,2018,TV-MA,90,Documentaries,Movie,6.7,714.0
s4815,W. Kamau Bell: Private School Negro,Shannon Hartman,United States,2018,TV-MA,66,Stand-Up Comedy,Movie,6.4,770.0
s4817,Expelled from Paradise,Seiji Mizushima,Japan,2014,TV-MA,103,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",Movie,6.7,1696.0
s4818,"To Each, Her Own",Myriam Aziza,France,2018,TV-MA,95,"Comedies, International Movies, LGBTQ Movies",Movie,5.4,1726.0
s4820,Brain on Fire,Gerard Barrett,"United States, Canada, Ireland",2016,PG-13,89,"Dramas, Independent Movies, International Movies",Movie,6.6,21164.0
s4821,Derren Brown: Miracle,,United Kingdom,2018,TV-MA,74,International Movies,Movie,6.5,1031.0
s4823,Us and Them,Rene Liu,China,2018,TV-MA,119,"Dramas, International Movies, Romantic Movies",Movie,7.4,4026.0
s4824,Hannah Gadsby: Nanette,"Madeleine Parry, Jon Olb",Australia,2018,TV-MA,70,Stand-Up Comedy,Movie,8.1,12035.0
s4826,Lust Stories,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee",India,2018,TV-MA,121,"Comedies, Dramas, International Movies",Movie,6.4,10725.0
s4827,Maktub,Oded Raz,Israel,2018,TV-MA,106,"Comedies, International Movies",Movie,7.3,2831.0
s4829,Set It Up,Claire Scanlon,United States,2018,TV-MA,106,"Comedies, Romantic Movies",Movie,6.5,49880.0
s4830,Sunday's Illness,Ramón Salazar,Spain,2017,PG-13,113,"Dramas, Independent Movies, International Movies",Movie,6.9,3484.0
s4834,Alex Strangelove,Craig Johnson,United States,2018,TV-MA,100,"Comedies, Dramas, Independent Movies",Movie,6.3,17305.0
s4835,Ali's Wedding,Jeffrey Walker,Australia,2018,TV-MA,110,"Comedies, Independent Movies, International Movies",Movie,6.9,4959.0
s4841,Bad Genius,Nattawut Poonpiriya,Thailand,2017,TV-MA,130,"Dramas, International Movies, Thrillers",Movie,7.6,20430.0
s4843,Outside In,Lynn Shelton,United States,2018,TV-MA,110,"Dramas, Independent Movies",Movie,6.7,4611.0
s4844,Pedal the World,Felix Starck,Germany,2015,TV-MA,85,"Documentaries, International Movies, Sports Movies",Movie,5.0,1057.0
s4848,Sara's Notebook,Norberto López Amado,Spain,2018,TV-MA,117,"Dramas, International Movies, Thrillers",Movie,5.9,2699.0
s4850,Fernando Sanjiao: Hombre,"Raúl Campos, Jan Suter",Argentina,2018,TV-MA,63,Stand-Up Comedy,Movie,6.3,57.0
s4851,Ibiza,Alex Richanbach,United States,2018,TV-MA,94,"Comedies, Romantic Movies",Movie,5.2,17194.0
s4852,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,United States,2018,TV-14,74,Stand-Up Comedy,Movie,7.1,2556.0
s4856,Catching Feelings,Kagiso Lediga,South Africa,2018,TV-MA,117,"Comedies, International Movies, Romantic Movies",Movie,5.8,552.0
s4860,Food on the Go,Mercedes Cordova,"Argentina, Italy",2017,TV-MA,66,"Documentaries, International Movies",Movie,6.3,211.0
s4861,Aiyaary,Neeraj Pandey,India,2018,TV-MA,158,"Action & Adventure, Dramas, International Movies",Movie,5.2,4671.0
s4864,Ali Wong: Hard Knock Wife,Jay Karas,United States,2018,TV-MA,64,Stand-Up Comedy,Movie,7.3,4874.0
s4865,Spivak,"Anthony Abrams, Adam Larson Broder",United States,2017,TV-MA,92,"Comedies, Independent Movies",Movie,5.6,732.0
s4869,The Kissing Booth,Vince Marcello,"United Kingdom, United States",2018,TV-14,105,"Comedies, Romantic Movies",Movie,5.9,81639.0
s4871,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,United States,2018,TV-MA,67,Stand-Up Comedy,Movie,6.5,837.0
s4873,Family Blood,Sonny Mallhi,United States,2018,TV-MA,92,Horror Movies,Movie,4.2,2934.0
s4874,Pup Star: World Tour,Robert Vince,"Canada, Japan, United States",2018,G,87,"Children & Family Movies, Comedies, Music & Musicals",Movie,3.8,207.0
s4876,Anon,Andrew Niccol,"United Kingdom, Canada, United States, Germany",2018,TV-MA,100,"Dramas, Sci-Fi & Fantasy, Thrillers",Movie,6.1,42608.0
s4878,End Game,"Rob Epstein, Jeffrey Friedman",United States,2018,TV-PG,40,Documentaries,Movie,,
s4879,Forgive Us Our Debts,Antonio Morabito,"Italy, Switzerland, Albania, Poland",2018,TV-MA,105,"Dramas, International Movies",Movie,6.2,1573.0
s4882,Manhunt,John Woo,"China, Hong Kong",2017,TV-MA,109,"Action & Adventure, International Movies",Movie,5.2,3210.0
s4883,Thi Mai,Patricia Ferreira,Spain,2017,TV-MA,99,"Comedies, Dramas, International Movies",Movie,6.0,2504.0
s4885,Jailbreak,Jimmy Henderson,Cambodia,2017,TV-MA,92,"Action & Adventure, International Movies",Movie,5.4,1445.0
s4888,Coffee for All,"Fluvio Iannuci, Roly Santos","Italy, United States, Argentina",2017,TV-PG,69,"Documentaries, International Movies",Movie,5.6,385.0
s4891,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,United States,2018,TV-MA,65,Stand-Up Comedy,Movie,7.9,7696.0
s4892,My Perfect Romance,Justin G. Dyck,Canada,2018,PG,92,"Comedies, International Movies, Romantic Movies",Movie,4.6,3012.0
s4902,The Clapper,Dito Montiel,United States,2017,R,90,"Comedies, Dramas, Independent Movies",Movie,5.1,7425.0
s4903,Toc Toc,Vicente Villanueva,Spain,2017,TV-MA,96,"Comedies, International Movies",Movie,6.8,18484.0
s4906,The Price of Success,Teddy Lussi-Modeste,France,2017,TV-MA,92,"Dramas, International Movies",Movie,5.8,362.0
s4908,Candy Jar,Ben Shelton,United States,2018,TV-14,93,"Children & Family Movies, Dramas, Romantic Movies",Movie,5.8,4950.0
s4910,Holy Goalie,Curro Velázquez,Spain,2017,TV-MA,95,"Comedies, International Movies, Sports Movies",Movie,5.3,1603.0
s4912,The Rachel Divide,Laura Brownson,United States,2018,TV-MA,105,Documentaries,Movie,6.3,2512.0
s4913,The Week Of,Robert Smigel,United States,2018,TV-14,117,Comedies,Movie,5.2,21481.0
s4916,Enissa Amani: Ehrenwort,Max Amini,Germany,2018,TV-MA,66,Stand-Up Comedy,Movie,5.5,194.0
s4917,Bill Nye: Science Guy,"Jason Sussberg, David Alvarado",United States,2017,TV-PG,97,Documentaries,Movie,6.5,1208.0
s4918,Fishtronaut: The Movie,"Célia Catunda, Kiko Mistrorigo, Rodrigo Eba",Brazil,2018,TV-Y,78,Children & Family Movies,Movie,7.5,72.0
s4919,Psychokinesis,Sang-ho Yeon,South Korea,2018,TV-MA,102,"Action & Adventure, Comedies, International Movies",Movie,5.9,5519.0
s4920,Kevin James: Never Don't Give Up,Andy Fickman,United States,2018,TV-PG,62,Stand-Up Comedy,Movie,6.1,1448.0
s4921,Dude,Olivia Milch,United States,2018,TV-MA,97,"Comedies, Dramas, Independent Movies",Movie,5.2,6873.0
s4922,Kodachrome,Mark Raso,"Canada, United States",2018,TV-MA,105,"Comedies, Dramas",Movie,6.8,16482.0
s4923,Mercury 13,"David Sington, Heather Walsh",United States,2018,TV-PG,79,Documentaries,Movie,6.9,1160.0
s4928,Beyond Skyline,Liam O'Donnell,"United States, Canada, Indonesia, United Kingdom, China, Singapore",2017,R,107,"Action & Adventure, Sci-Fi & Fantasy",Movie,5.3,21540.0
s4929,Come Sunday,Joshua Marston,United States,2018,TV-14,105,"Dramas, Faith & Spirituality, Independent Movies",Movie,6.0,2287.0
s4932,Pickpockets,Peter Webber,Colombia,2017,TV-MA,108,"Dramas, Independent Movies, International Movies",Movie,5.4,1179.0
s4933,Greg Davies: You Magnificent Beast,Peter Orton,United Kingdom,2018,TV-MA,66,Stand-Up Comedy,Movie,7.1,2328.0
s4935,6 Balloons,Marja Lewis Ryan,United States,2018,TV-MA,75,"Dramas, Independent Movies",Movie,5.9,4087.0
s4936,Amateur,Ryan Koo,United States,2018,TV-MA,96,"Dramas, Independent Movies, Sports Movies",Movie,5.9,4303.0
s4937,Orbiter 9,Hatem Khraiche,"Spain, Colombia",2017,TV-14,95,"Dramas, International Movies, Sci-Fi & Fantasy",Movie,5.9,7586.0
s4938,"Ram Dass, Going Home",Derek Peck,United States,2018,TV-14,32,"Documentaries, Faith & Spirituality",Movie,,
s4939,Seth Rogen's Hilarity for Charity,Ryan Polito,United States,2018,TV-MA,70,Stand-Up Comedy,Movie,5.0,2360.0
s4940,Sun Dogs,Jennifer Morrison,"Mexico, United States",2017,TV-MA,94,"Comedies, Dramas, Independent Movies",Movie,6.2,2284.0
s4941,Todo lo que sería Lucas Lauriente,"Raúl Campos, Jan Suter",Argentina,2018,TV-MA,78,Stand-Up Comedy,Movie,6.9,108.0
s4944,Day of the Dead: Bloodline,Hèctor Hernández Vicens,Bulgaria,2018,R,91,"Horror Movies, Independent Movies",Movie,3.4,11841.0
s4945,Fary Is the New Black,Kader Aoun,France,2018,TV-MA,75,Stand-Up Comedy,Movie,5.8,132.0
s4946,Ittefaq,Abhay Chopra,India,2017,TV-MA,105,"Dramas, International Movies, Thrillers",Movie,7.2,12095.0
s4948,A Sort of Family,Diego Lerman,"Argentina, Brazil, France, Poland, Germany, Denmark",2017,TV-14,96,"Dramas, International Movies, Thrillers",Movie,6.3,694.0
s4951,John Mulaney: New in Town,Ryan Polito,United States,2012,TV-MA,60,Stand-Up Comedy,Movie,8.2,6608.0
s4960,First Match,Olivia Newman,United States,2018,TV-MA,103,"Dramas, Independent Movies, Sports Movies",Movie,6.4,2242.0
s4961,Happy Anniversary,Jared Stern,United States,2018,TV-MA,78,"Comedies, Romantic Movies",Movie,5.7,4219.0
s4964,The Titan,Lennart Ruff,"United Kingdom, Spain, United States, Germany",2018,TV-MA,97,"Dramas, Sci-Fi & Fantasy, Thrillers",Movie,4.8,30698.0
s4970,Birdshot,Mikhail Red,"Philippines, Qatar",2016,TV-MA,115,"Dramas, International Movies, Thrillers",Movie,6.6,781.0
s4971,"Game Over, Man!",Kyle Newacheck,United States,2018,TV-MA,102,"Action & Adventure, Comedies",Movie,5.4,29773.0
s4972,Layla M.,Mijke de Jong,"Netherlands, Belgium, Germany, Jordan",2016,TV-MA,99,"Dramas, International Movies",Movie,6.7,1692.0
s4973,Paradox,Daryl Hannah,United States,2018,TV-MA,74,"Dramas, Independent Movies, Music & Musicals",Movie,3.9,711.0
s4976,Secret Superstar,Advait Chandan,India,2017,TV-14,150,"Dramas, International Movies, Music & Musicals",Movie,7.9,24046.0
s4978,Benji,Brandon Camp,"United Arab Emirates, United States",2018,TV-PG,87,"Children & Family Movies, Dramas",Movie,6.3,4544.0
s4980,Take Your Pills,Alison Klayman,United States,2018,TV-14,88,Documentaries,Movie,6.3,5048.0
s4982,Yoo Byung Jae: Too Much Information,Yoo Byung-jae,,2018,TV-MA,63,Stand-Up Comedy,Movie,5.3,53.0
s4988,Steel Rain,Yang Woo-seok,South Korea,2018,TV-MA,140,"Action & Adventure, Dramas, International Movies",Movie,7.1,5434.0
s4990,Ricky Gervais: Humanity,John L. Spencer,United Kingdom,2018,TV-MA,79,Stand-Up Comedy,Movie,7.9,18523.0
s4991,Stretch Armstrong: The Breakout,Victor Cook,United States,2018,TV-Y7,104,Children & Family Movies,Movie,,
s4994,The Outsider,Martin Zandvliet,United States,2018,TV-MA,121,"Dramas, Thrillers",Movie,6.2,25223.0
s4996,Ladies First,Uraaz Bahl,India,2018,TV-G,40,"Documentaries, International Movies, Sports Movies",Movie,3.9,25.0
s4997,Bullet Head,"Paul Solet, Rick Benattar","Bulgaria, United States",2017,R,94,"International Movies, Thrillers",Movie,5.4,9954.0
s4999,Gad Elmaleh: American Dream,Michael Simon,United States,2018,TV-14,58,Stand-Up Comedy,Movie,7.2,1028.0
s5002,Malena Pichot: Estupidez compleja,"Raúl Campos, Jan Suter",Argentina,2018,TV-MA,51,Stand-Up Comedy,Movie,5.7,360.0
s5003,Natalia Valdebenito: El especial,"Raúl Campos, Jan Suter",Chile,2018,TV-MA,69,Stand-Up Comedy,Movie,5.1,82.0
s5004,Ravenous,Robin Aubert,Canada,2017,TV-MA,104,"Horror Movies, International Movies",Movie,5.8,9154.0
s5006,Adel Karam: Live from Beirut,,United States,2018,TV-MA,59,Stand-Up Comedy,Movie,5.5,144.0
s5010,Judwaa 2,David Dhawan,India,2017,TV-14,145,"Action & Adventure, Comedies, International Movies",Movie,3.6,10517.0
s5011,Love Beats Rhymes,RZA,United States,2016,R,106,"Dramas, Music & Musicals, Romantic Movies",Movie,5.4,1057.0
s5013,Shubh Aarambh,Amit Barot,India,2017,TV-PG,127,"Dramas, International Movies, Romantic Movies",Movie,6.8,121.0
s5014,Something Huge,Carlo Padial,Spain,2017,TV-MA,87,"Comedies, Independent Movies, International Movies",Movie,4.4,479.0
s5016,Swearnet Live,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,2014,TV-MA,75,"Comedies, International Movies",Movie,5.4,519.0
s5024,Derren Brown: The Push,,United Kingdom,2018,TV-MA,69,Movies,Movie,7.5,3637.0
s5025,Marlon Wayans: Woke-ish,Marcus Raboy,United States,2018,TV-MA,67,Stand-Up Comedy,Movie,6.5,1390.0
s5026,Veronica,Paco Plaza,Spain,2017,TV-MA,105,"Horror Movies, International Movies, Thrillers",Movie,6.2,40254.0
s5029,Mute,Duncan Jones,"United Kingdom, Germany",2018,TV-MA,127,"Sci-Fi & Fantasy, Thrillers",Movie,5.4,34788.0
s5032,Forgotten,Hang-Jun Jang,South Korea,2017,TV-MA,109,"Dramas, International Movies, Thrillers",Movie,7.4,29804.0
s5035,Agustín Aristarán: Soy Rada,Mariano Baez,Argentina,2018,TV-MA,60,Stand-Up Comedy,Movie,6.1,121.0
s5038,Irreplaceable You,Stephanie Laing,United States,2018,TV-MA,96,"Dramas, Romantic Movies",Movie,6.4,9442.0
s5040,Chris Rock: Tamborine,Bo Burnham,United States,2018,TV-MA,65,Stand-Up Comedy,Movie,6.6,6816.0
s5042,Seeing Allred,"Roberta Grossman, Sophie Sartain",United States,2018,TV-14,96,Documentaries,Movie,7.2,1338.0
s5043,The Ritual,David Bruckner,"United Kingdom, Canada",2018,TV-MA,95,"Horror Movies, International Movies, Thrillers",Movie,6.3,92788.0
s5045,When We First Met,Ari Sandel,United States,2018,TV-14,97,"Comedies, Romantic Movies",Movie,6.4,48215.0
s5048,The Cloverfield Paradox,Julius Onah,United States,2018,PG-13,102,"Action & Adventure, Sci-Fi & Fantasy",Movie,5.5,102759.0
s5051,On Body and Soul,Ildiko Enyedi,Hungary,2017,TV-MA,116,"Dramas, International Movies, Romantic Movies",Movie,7.5,27003.0
s5052,The Bros,You-Jeong Chang,South Korea,2017,TV-14,102,"Comedies, Dramas, International Movies",Movie,6.1,616.0
s5053,Liberated: The New Sexual Revolution,,"United States, Mexico",2017,TV-MA,86,Documentaries,Movie,6.0,1502.0
s5054,Newness,Drake Doremus,United States,2017,TV-MA,117,"Dramas, Independent Movies, Romantic Movies",Movie,6.3,16459.0
s5056,Expedition Happiness,Selima Taibi,Germany,2017,TV-PG,96,"Documentaries, International Movies",Movie,5.9,4483.0
s5059,Holy Camp!,"Javier Ambrossi, Javier Calvo",Spain,2017,TV-MA,108,"Comedies, Dramas, Faith & Spirituality",Movie,6.2,3986.0
s5060,A Futile and Stupid Gesture,David Wain,United States,2018,TV-MA,102,Comedies,Movie,6.7,15750.0
s5061,Fakkah Fuzz: Almost Banned,Michael McKay,Singapore,2018,TV-MA,61,Stand-Up Comedy,Movie,4.3,56.0
s5063,Sebastián Marcelo Wainraich,"Raúl Campos, Jan Suter",Argentina,2018,TV-MA,49,Stand-Up Comedy,Movie,6.4,105.0
s5065,Acts of Vengeance,Isaac Florentine,"Bulgaria, United States",2017,R,87,"Action & Adventure, International Movies",Movie,5.7,11971.0
s5067,Ricardo Quevedo: Hay gente así,"Raúl Campos, Jan Suter",Colombia,2018,TV-MA,59,Stand-Up Comedy,Movie,6.3,104.0
